,time,temperature_2m,relativehumidity_2m,apparent_temperature,surface_pressure,snowfall,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed_10m,winddirection_10m,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,days_since_Jan1_2000,season
22756,2017-06-08T00:00,12.5,89,12.0,989.2,0.0,0.0,0.0,0.0,0.0,5.4,160,0.0,10.7,0.266,6368.0,Spring
20527,2017-05-23T13:00,19.5,48,19.8,979.9,0.0,695.0,381.0,314.0,561.1,4.3,246,0.44,16.2,0.321,6352.541666666667,Spring
19519,2017-05-16T13:00,21.7,46,25.3,991.8,0.0,936.0,811.0,125.0,886.0,9.9,303,0.64,17.0,0.26,6345.541666666667,Spring
16790,2017-04-27T14:00,20.8,64,19.5,967.7,0.0,398.0,102.0,296.0,81.6,11.4,169,0.24,14.2,0.265,6326.583333333333,Spring
18503,2017-05-09T11:00,8.0,68,5.5,983.4,0.0,638.0,370.0,268.0,403.8,3.6,264,0.28,7.3,0.344,6338.458333333333,Spring
14849,2017-04-14T02:00,5.4,56,-1.0,994.8,0.0,0.0,0.0,0.0,0.0,2.8,230,0.0,0.9,0.33,6313.083333333333,Spring
17018,2017-04-29T04:00,11.6,71,10.8,983.5,0.0,0.0,0.0,0.0,0.0,11.0,199,0.04,9.8,0.249,6328.166666666667,Spring
17954,2017-05-05T16:00,7.5,100,5.4,973.5,0.0,44.0,0.0,44.0,0.0,20.2,106,0.03,7.8,0.397,6334.666666666667,Spring
18709,2017-05-10T22:00,7.2,74,5.5,995.1,0.0,0.0,0.0,0.0,0.0,9.2,334,0.03,7.3,0.245,6339.916666666667,Spring
19749,2017-05-18T03:00,18.9,72,18.0,983.2,0.0,0.0,0.0,0.0,0.0,10.6,170,0.02,15.3,0.232,6347.125,Spring
23173,2017-06-10T22:00,17.4,92,21.0,995.1,0.0,0.0,0.0,0.0,0.0,10.8,178,0.02,16.1,0.226,6370.916666666667,Spring
19290,2017-05-14T23:00,7.3,100,5.9,956.0,0.0,0.0,0.0,0.0,0.0,14.8,342,0.0,6.6,0.292,6343.958333333333,Spring
18305,2017-05-08T02:00,2.5,99,-0.2,979.4,0.0,0.0,0.0,0.0,0.0,9.4,313,0.0,4.0,0.298,6337.083333333333,Spring
18454,2017-05-09T03:00,2.1,88,0.9,991.5,0.0,0.0,0.0,0.0,0.0,5.6,207,0.0,2.5,0.267,6338.125,Spring
23364,2017-06-12T06:00,21.8,80,25.3,994.3,0.0,146.0,98.0,48.0,328.3,6.3,246,0.1,18.6,0.196,6372.25,Spring
17786,2017-05-04T12:00,15.3,34,15.4,1005.5,0.0,890.0,659.0,231.0,852.5,6.3,167,0.5,11.0,0.237,6333.5,Spring
22003,2017-06-02T19:00,13.7,69,13.7,991.1,0.0,66.0,30.0,36.0,368.4,11.1,306,0.09,13.7,0.224,6362.791666666667,Spring
11502,2017-03-21T21:00,-2.4,94,-1.7,981.3,0.0,0.0,0.0,0.0,0.0,7.1,156,0.0,-1.1,0.235,6289.875,Spring
21528,2017-05-30T12:00,17.1,68,15.9,989.2,0.0,755.0,505.0,250.0,610.7,16.8,170,0.38,15.1,0.253,6359.5,Spring
12838,2017-03-31T03:00,-1.1,79,-1.7,986.4,0.0,0.0,0.0,0.0,0.0,3.4,108,0.0,-1.4,0.359,6299.125,Spring
13310,2017-04-03T10:00,6.5,69,8.3,997.2,0.0,583.0,324.0,259.0,524.5,4.5,241,0.28,-0.9,0.319,6302.416666666667,Spring
19731,2017-05-18T00:00,16.5,85,20.4,992.3,0.0,0.0,0.0,0.0,0.0,9.1,189,0.02,13.5,0.223,6347.0,Spring
11878,2017-03-24T11:00,-1.7,69,-7.7,991.7,0.21,137.0,10.0,127.0,24.0,15.5,184,0.05,-0.8,0.233,6292.458333333333,Spring
15028,2017-04-15T08:00,9.7,47,3.9,995.0,0.0,397.0,325.0,72.0,699.4,10.6,190,0.18,0.7,0.283,6314.333333333333,Spring
19751,2017-05-18T03:00,17.0,83,18.3,979.1,0.0,0.0,0.0,0.0,0.0,7.3,189,0.0,14.4,0.306,6347.125,Spring
