,time,temperature_2m,relativehumidity_2m,apparent_temperature,surface_pressure,snowfall,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed_10m,winddirection_10m,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,days_since_Jan1_2000,season
16460,2021-04-25T07:00,8.1,77,7.2,989.8,0.0,101.0,4.0,97.0,4.2,6.2,159,0.07,6.7,0.253,7785.291666666667,Spring
11327,2021-03-20T15:00,8.2,42,6.5,983.9,0.0,586.0,499.0,87.0,902.2,13.7,288,0.31,-1.3,0.277,7749.625,Spring
14310,2021-04-10T09:00,16.6,68,16.5,970.7,0.0,431.0,303.0,128.0,429.5,4.0,243,0.25,12.7,0.225,7770.375,Spring
13189,2021-04-02T14:00,-1.1,46,-8.8,993.1,0.0,514.0,200.0,314.0,242.5,15.5,324,0.14,-0.8,0.272,7762.583333333333,Spring
16291,2021-04-24T03:00,4.4,70,1.5,977.8,0.0,0.0,0.0,0.0,0.0,16.3,245,0.04,2.9,0.276,7784.125,Spring
18705,2021-05-10T21:00,9.7,80,9.6,982.0,0.0,0.0,0.0,0.0,0.0,7.0,258,0.02,10.0,0.322,7800.875,Spring
16787,2021-04-27T13:00,16.6,37,15.4,992.5,0.0,903.0,795.0,108.0,872.8,12.3,275,0.53,12.5,0.229,7787.541666666667,Spring
13813,2021-04-06T22:00,6.9,84,6.2,971.0,0.0,0.0,0.0,0.0,0.0,7.2,342,0.01,5.0,0.255,7766.916666666667,Spring
19826,2021-05-18T16:00,21.2,49,21.4,996.1,0.0,495.0,379.0,116.0,675.5,14.5,312,0.4,18.2,0.178,7808.666666666667,Spring
20923,2021-05-26T07:00,20.6,80,20.8,982.6,0.0,256.0,189.0,67.0,450.5,13.1,196,0.16,18.2,0.198,7816.291666666667,Spring
22232,2021-06-04T09:00,20.2,77,21.1,982.0,0.0,512.0,323.0,189.0,412.2,11.3,253,0.31,18.0,0.233,7825.375,Spring
16481,2021-04-25T10:00,16.2,42,12.4,977.3,0.0,555.0,207.0,348.0,240.0,9.2,201,0.33,11.6,0.287,7785.416666666667,Spring
18737,2021-05-11T02:00,7.4,75,4.8,982.4,0.0,0.0,0.0,0.0,0.0,10.4,224,0.01,6.8,0.248,7801.083333333333,Spring
12505,2021-03-28T20:00,3.9,99,1.8,965.6,0.0,0.0,0.0,0.0,0.0,19.5,176,0.0,1.3,0.343,7757.833333333333,Spring
18169,2021-05-07T04:00,3.1,78,-0.6,981.7,0.0,0.0,0.0,0.0,0.0,1.1,90,0.0,3.3,0.345,7797.166666666667,Spring
18869,2021-05-12T00:00,5.5,92,2.4,983.9,0.0,0.0,0.0,0.0,0.0,11.8,258,0.0,6.3,0.258,7802.0,Spring
13438,2021-04-04T07:00,0.7,63,-3.3,990.5,0.0,132.0,75.0,57.0,267.5,4.9,234,0.04,-1.2,0.262,7764.291666666667,Spring
18123,2021-05-06T20:00,7.9,56,6.2,987.7,0.0,0.0,0.0,0.0,0.0,6.3,329,0.03,7.6,0.277,7796.833333333333,Spring
21127,2021-05-27T17:00,13.7,37,6.4,987.9,0.0,451.0,372.0,79.0,829.2,13.3,303,0.23,16.0,0.163,7817.708333333333,Spring
11664,2021-03-23T00:00,1.3,67,0.4,996.6,0.0,0.0,0.0,0.0,0.0,11.8,153,0.04,-1.1,0.314,7752.0,Spring
22142,2021-06-03T18:00,19.3,83,22.0,992.5,0.0,97.0,2.0,95.0,7.5,10.0,201,0.09,17.5,0.172,7824.75,Spring
21521,2021-05-30T10:00,16.0,46,15.1,1008.9,0.0,747.0,545.0,202.0,642.7,9.3,74,0.44,16.0,0.138,7820.416666666667,Spring
17931,2021-05-05T12:00,12.3,92,12.3,972.8,0.0,134.0,1.0,133.0,0.6,9.4,180,0.09,10.4,0.377,7795.5,Spring
13668,2021-04-05T22:00,6.2,52,5.7,990.1,0.0,0.0,0.0,0.0,0.0,14.2,324,0.09,5.4,0.231,7765.916666666667,Spring
20661,2021-05-24T11:00,18.7,41,18.1,1003.8,0.0,769.0,508.0,261.0,603.0,8.5,192,0.47,17.9,0.126,7814.458333333333,Spring
