,time,temperature_2m,relativehumidity_2m,apparent_temperature,surface_pressure,snowfall,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed_10m,winddirection_10m,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,days_since_Jan1_2000,season
14681,2015-04-12T22:00,5.8,70,2.7,1006.0,0.0,0.0,0.0,0.0,0.0,6.5,183,0.01,2.2,0.271,5580.916666666667,Spring
15150,2015-04-16T05:00,1.0,51,-0.9,1001.0,0.0,0.0,0.0,0.0,0.0,2.7,157,0.0,-0.4,0.299,5584.208333333333,Spring
18254,2015-05-07T18:00,21.3,48,21.0,986.4,0.0,207.0,147.0,60.0,655.6,7.9,183,0.18,18.4,0.238,5605.75,Spring
13938,2015-04-07T19:00,0.5,66,-0.7,1011.3,0.0,7.0,3.0,4.0,80.5,7.3,20,0.04,-0.1,0.272,5575.791666666667,Spring
24290,2015-06-18T16:00,22.8,70,24.0,985.6,0.0,452.0,339.0,113.0,485.5,15.1,198,0.31,19.6,0.245,5647.666666666667,Spring
21697,2015-05-31T16:00,9.3,85,7.6,978.8,0.0,116.0,18.0,98.0,17.7,12.5,18,0.07,10.4,0.265,5629.666666666667,Spring
11932,2015-03-24T20:00,-1.7,49,-5.1,993.4,0.0,0.0,0.0,0.0,0.0,3.7,11,0.01,-0.9,0.309,5561.833333333333,Spring
24423,2015-06-19T14:00,18.1,56,19.5,971.9,0.0,878.0,713.0,165.0,870.6,14.1,328,0.52,17.6,0.259,5648.583333333333,Spring
17808,2015-05-04T16:00,24.9,33,23.9,972.9,0.0,437.0,290.0,147.0,585.8,15.8,221,0.43,18.7,0.202,5602.666666666667,Spring
13664,2015-04-05T21:00,1.2,68,-0.5,1000.4,0.0,0.0,0.0,0.0,0.0,7.4,256,0.01,-0.6,0.289,5573.875,Spring
13818,2015-04-06T23:00,0.4,99,-0.5,977.5,0.56,0.0,0.0,0.0,0.0,3.3,167,0.0,-0.9,0.268,5574.958333333333,Spring
16736,2015-04-27T05:00,3.2,96,4.1,988.0,0.0,0.0,0.0,0.0,0.0,9.9,327,0.0,2.3,0.24,5595.208333333333,Spring
19927,2015-05-19T09:00,18.0,88,14.9,983.8,0.0,324.0,76.0,248.0,107.0,14.8,183,0.15,15.8,0.26,5617.375,Spring
18462,2015-05-09T05:00,10.2,79,10.5,994.5,0.0,5.0,2.0,3.0,0.0,16.3,149,0.07,10.6,0.189,5607.208333333333,Spring
23985,2015-06-16T13:00,18.6,99,20.8,991.8,0.0,70.0,0.0,70.0,0.0,7.2,198,0.05,15.2,0.287,5645.541666666667,Spring
12764,2015-03-30T15:00,6.9,52,3.0,982.9,0.0,456.0,195.0,261.0,236.0,15.9,265,0.2,-0.9,0.269,5567.625,Spring
15563,2015-04-19T01:00,2.9,82,1.3,1005.3,0.0,0.0,0.0,0.0,0.0,14.4,338,0.02,2.6,0.246,5587.041666666667,Spring
14567,2015-04-12T03:00,-2.6,87,-4.4,992.6,0.0,0.0,0.0,0.0,0.0,8.0,188,0.0,-0.8,0.291,5580.125,Spring
14997,2015-04-15T03:00,3.0,64,-0.8,986.4,0.0,0.0,0.0,0.0,0.0,3.9,214,0.0,-0.3,0.368,5583.125,Spring
14109,2015-04-08T23:00,-1.9,85,-5.0,993.7,0.56,0.0,0.0,0.0,0.0,11.9,119,0.0,-0.6,0.352,5576.958333333333,Spring
22723,2015-06-07T19:00,16.3,61,15.3,986.1,0.0,64.0,8.0,56.0,40.7,11.7,146,0.1,15.0,0.231,5636.791666666667,Spring
23962,2015-06-16T09:00,16.7,87,16.7,981.3,0.0,253.0,53.0,200.0,109.7,11.7,171,0.14,15.4,0.263,5645.375,Spring
24459,2015-06-19T20:00,16.9,60,17.7,994.5,0.0,7.0,2.0,5.0,65.5,12.6,2,0.11,17.5,0.186,5648.833333333333,Spring
23202,2015-06-11T03:00,16.6,94,17.7,976.0,0.0,0.0,0.0,0.0,0.0,16.8,222,0.02,15.6,0.286,5640.125,Spring
15490,2015-04-18T13:00,13.0,67,11.1,964.9,0.0,462.0,128.0,334.0,400.5,14.4,270,0.29,1.6,0.377,5586.541666666667,Spring
